,level_0,index,date,open,high,low,close,volume,ema10,ema20,ema50,ema100,ema200,upper,lower,signal
118,118,118,2022-01-02 05:30:00,46945.26000000,47071.32000000,46938.38000000,46969.69000000,138.54659000,47111.1359258906,47226.29937746799,47289.875609998264,47180.77014716636,46952.42038597424,47573.797352264235,46760.03386234234,
119,119,119,2022-01-02 05:45:00,46968.65000000,47089.63000000,46912.95000000,47081.28000000,173.14700000,47105.70757572867,47212.488008185326,47281.695389998335,47178.80004524227,46953.702571188434,47567.49343008921,46753.729940167315,
120,120,120,2022-01-02 06:00:00,47081.28000000,47159.99000000,47011.24000000,47035.39000000,137.59054000,47092.92256195982,47195.6215312153,47272.03635509644,47175.960242366185,46954.515381425364,47563.26496418499,46749.501474263096,
121,121,121,2022-01-02 06:15:00,47035.38000000,47200.00000000,47028.21000000,47106.80000000,112.56420000,47095.44573251258,47187.162337766225,47265.55649803383,47174.590732616365,46956.03065126193,47561.06543522031,46747.301945298415,
122,122,122,2022-01-02 06:30:00,47106.80000000,47236.66000000,47059.02000000,47184.84000000,209.50390000,47111.69923569211,47186.94116274087,47262.391145169764,47174.79368840614,46958.30736119962,47560.79081962908,46747.02732970718,
123,123,123,2022-01-02 06:45:00,47184.84000000,47244.00000000,47113.22000000,47122.61000000,68.54333000,47113.68301102081,47180.81438533698,47256.9095316337,47173.76034804166,46959.94221332699,47562.28571426008,46748.52222433818,
124,124,124,2022-01-02 07:00:00,47122.60000000,47182.58000000,47087.62000000,47135.88000000,133.33295000,47117.71882719884,47176.534920066784,47252.1632754912,47173.01024213984,46961.69283807001,47565.35143720798,46751.58794728608,
125,125,125,2022-01-02 07:15:00,47135.88000000,47211.55000000,47133.00000000,47181.44000000,74.70170000,47129.30449498087,47177.00207053662,47249.38981370723,47173.17716803806,46963.87937699469,47569.75544880165,46755.99195887975,
126,126,126,2022-01-02 07:30:00,47181.45000000,47300.00000000,47162.40000000,47178.61000000,192.91864000,47138.269132257075,47177.15520667599,47246.614134738316,47173.28474886899,46966.01600010917,47575.24144059126,46761.47795066936,
127,127,127,2022-01-02 07:45:00,47174.19000000,47196.61000000,47090.18000000,47173.45000000,143.42104000,47144.66565366488,47176.80232984971,47243.74495298387,47173.288021168606,46968.08002000859,47581.539515835466,46767.77602591357,
128,128,128,2022-01-02 08:00:00,47173.44000000,47178.95000000,46970.05000000,47060.74000000,173.36588000,47129.40644390763,47165.74877462593,47236.568288160975,47171.05934748209,46969.00200985925,47588.37600621114,46774.61251628924,
129,129,129,2022-01-02 08:15:00,47060.74000000,47227.28000000,47048.98000000,47161.77000000,132.80846000,47135.29072683351,47165.36984370917,47233.63502195859,47170.87540000719,46970.920099313385,47595.48260663994,46781.71911671804,
130,130,130,2022-01-02 08:30:00,47161.76000000,47192.31000000,47054.02000000,47161.01000000,135.76562000,47139.96695831833,47164.95462049877,47230.78698188178,47170.680045551606,46972.81154111127,47602.60463669695,46788.841146775056,
131,131,131,2022-01-02 08:45:00,47161.01000000,47247.12000000,47141.77000000,47222.40000000,136.34607000,47154.954784078625,47170.4256090227,47230.45808063152,47171.704203065434,46975.29500836389,47609.50833445502,46795.744844533125,
132,132,132,2022-01-02 09:00:00,47222.40000000,47236.89000000,47144.12000000,47215.05000000,124.65970000,47165.88118697342,47174.67555102053,47229.853842175384,47172.562535678,46977.68063017122,47615.9871486415,46802.2236587196,
133,133,133,2022-01-02 09:15:00,47215.05000000,47499.45000000,47177.94000000,47338.85000000,364.93981000,47197.33006206916,47190.3112128281,47234.128201305764,47175.85535675368,46981.274355244146,47621.86701953693,46808.10352961503,
134,134,134,2022-01-02 09:30:00,47338.85000000,47391.32000000,47324.13000000,47380.00000000,194.74197000,47230.54277805658,47208.37681160638,47239.848663999655,47179.89782493677,46985.24177459496,47627.01063747939,46813.24714755749,
135,135,135,2022-01-02 09:45:00,47380.01000000,47381.54000000,47250.11000000,47273.24000000,108.10220000,47238.30590931902,47214.55425812006,47241.15812815653,47181.746184839016,46988.10742857909,47631.320652990216,46817.55716306832,
136,136,136,2022-01-02 10:00:00,47273.23000000,47348.34000000,47251.57000000,47348.33000000,89.38218000,47258.31028944283,47227.294804965764,47245.3609466602,47185.044874248146,46991.691732772335,47634.74179651657,46820.978306594676,
137,137,137,2022-01-02 10:15:00,47348.34000000,47348.34000000,47251.01000000,47272.23000000,83.14342000,47260.84114590777,47231.574347349975,47246.414635026464,47186.77131238184,46994.48315831689,47637.26185679496,46823.498366873064,
138,138,138,2022-01-02 10:30:00,47272.23000000,47322.07000000,47216.33000000,47265.00000000,89.74125000,47261.59730119727,47234.757742840455,47247.14347286856,47188.320395304974,46997.17486818439,47638.91146757644,46825.147977654546,
139,139,139,2022-01-02 10:45:00,47265.00000000,47275.03000000,47140.30000000,47188.89000000,127.82216000,47248.37779188867,47230.38938637946,47244.85902295215,47188.33167460586,46999.082481436286,47639.7626605792,46825.999170657306,
140,140,140,2022-01-02 11:00:00,47188.88000000,47283.01000000,47159.57000000,47272.11000000,98.53149000,47252.692738818005,47234.36277815285,47245.92768871874,47189.990651346336,47001.79917316329,47639.9261527271,46826.1626628052,
141,141,141,2022-01-02 11:15:00,47272.11000000,47333.33000000,47252.62000000,47310.00000000,82.65229000,47263.11224085109,47241.56632309067,47248.440328376826,47192.367074091955,47004.86584805718,47639.547342757905,46825.78385283601,
142,142,142,2022-01-02 11:30:00,47309.99000000,47400.00000000,47258.02000000,47261.36000000,101.30307000,47262.79365160544,47243.45143517728,47248.94698216597,47193.73327064459,47007.41802867353,47638.80099401123,46825.037504089334,
143,143,143,2022-01-02 11:45:00,47261.36000000,47263.47000000,47195.00000000,47235.50000000,76.54308000,47257.83116949536,47242.694155636585,47248.419649532014,47194.56033459222,47009.68750102504,47637.88457971998,46824.121089798085,
144,144,144,2022-01-02 12:00:00,47238.89000000,47253.19000000,47013.50000000,47108.37000000,267.15818000,47230.65641140529,47229.90137890929,47242.927506413114,47192.85359529337,47010.669416437726,47637.01027318734,46823.246783265444,
145,145,145,2022-01-02 12:15:00,47108.38000000,47193.02000000,47080.02000000,47156.25000000,134.16166000,47217.127972967966,47222.88696187031,47239.52838851456,47192.12877162419,47012.11797945825,47636.39559081684,46822.632100894945,
146,146,146,2022-01-02 12:30:00,47156.24000000,47447.00000000,47137.85000000,47310.45000000,244.59474000,47234.095614246515,47231.22629883504,47242.30962818066,47194.4717662455,47015.086457274585,47636.25275513865,46822.489265216755,
147,147,147,2022-01-02 12:45:00,47310.45000000,47374.28000000,47274.72000000,47292.95000000,152.14315000,47244.796411656236,47237.10474656503,47244.29552511475,47196.42183028024,47017.85126864499,47636.776948631385,46823.01345870949,
148,148,148,2022-01-02 13:00:00,47289.67000000,47300.86000000,47130.00000000,47130.61000000,131.33530000,47224.03524590056,47226.96238974932,47239.8372692279,47195.118625720235,47018.97324607141,47638.133780673576,46824.37029075168,
149,149,149,2022-01-02 13:15:00,47130.00000000,47255.30000000,47093.95000000,47248.78000000,204.91976000,47228.534292100456,47229.04025739225,47240.1879645523,47196.181227191126,47021.259880438854,47640.44648183052,46826.68299190862,
150,150,150,2022-01-02 13:30:00,47248.78000000,47251.48000000,47135.01000000,47178.85000000,120.80715000,47219.50078444582,47224.260232878696,47237.782554177706,47195.83803457348,47022.82794133002,47643.78355188657,46830.02006196467,
151,151,151,2022-01-02 13:45:00,47178.87000000,47179.78000000,47090.00000000,47137.35000000,123.37900000,47204.56427818294,47215.98306784264,47233.84402264133,47194.679855671035,47023.96746430186,47648.1477890553,46834.3842991334,
152,152,152,2022-01-02 14:00:00,47137.35000000,47191.07000000,47100.00000000,47175.00000000,152.00904000,47199.18895487695,47212.079918524294,47231.5364139103,47194.29015555874,47025.47027560234,47653.46777827794,46839.70428835604,
153,153,153,2022-01-02 14:15:00,47174.99000000,47202.39000000,47020.00000000,47056.24000000,220.68957000,47173.198235808406,47197.23802152198,47224.66204473734,47191.55648911203,47025.77644201426,47659.59297520291,46845.829485281014,
154,154,154,2022-01-02 14:30:00,47056.24000000,47170.00000000,47055.26000000,47140.98000000,127.91204000,47167.340374752326,47191.880114710366,47221.38039592412,47190.554974476145,47026.92274607382,47666.29345365732,46852.529963735426,
155,155,155,2022-01-02 14:45:00,47140.98000000,47163.13000000,47093.61000000,47112.55000000,117.05546000,47157.37848843372,47184.32486569033,47217.11253726043,47189.010321516216,47027.774758550695,47673.265165728284,46859.50167580639,
156,156,156,2022-01-02 15:00:00,47112.54000000,47336.64000000,47071.27000000,47287.14000000,207.92148000,47180.97149053668,47194.11678324363,47219.85871226982,47190.953483466394,47030.35550722183,47680.141192247385,46866.37770232549,
157,157,157,2022-01-02 15:15:00,47287.13000000,47320.24000000,47179.01000000,47185.97000000,180.33290000,47181.8803104391,47193.34089912519,47218.5297431612,47190.85480062548,47031.90391013505,47686.50895837166,46872.745468449764,
158,158,158,2022-01-02 15:30:00,47185.97000000,47213.93000000,47105.13000000,47203.88000000,170.65358000,47185.88025399562,47194.34462301803,47217.95524342939,47191.112725365565,47033.61511500933,47691.932798799586,46878.16930887769,
159,159,159,2022-01-02 15:45:00,47203.87000000,47390.00000000,47202.52000000,47340.47000000,225.25573000,47213.98748054187,47208.26132558774,47222.75974368706,47194.07029516031,47036.66839744705,47695.980644669944,46882.21715474805,
160,160,160,2022-01-02 16:00:00,47340.47000000,47486.61000000,47273.64000000,47431.11000000,298.39696000,47253.46430226153,47229.48500886509,47230.930341973835,47198.76415070169,47040.593189512256,47698.25304630563,46884.489556383734,
161,161,161,2022-01-02 16:15:00,47431.11000000,47473.59000000,47356.94000000,47419.57000000,147.42647000,47283.66533821397,47247.58834135413,47238.32797562193,47203.1365437571,47044.36410304945,47698.412321159456,46884.64883123756,
162,162,162,2022-01-02 16:30:00,47420.64000000,47664.95000000,47419.57000000,47546.55000000,373.52978000,47331.462549447795,47276.06088027278,47250.41511383283,47209.936810217354,47049.36097764597,47696.20939254262,46882.445902620726,
163,163,163,2022-01-02 16:45:00,47546.50000000,47886.00000000,47546.50000000,47792.30000000,548.21629000,47415.25117682092,47325.22651072299,47271.66550152566,47221.46875456948,47056.7534057291,47691.50590800164,46877.742418079746,sell
164,164,164,2022-01-02 17:00:00,47792.29000000,47990.00000000,47520.89000000,47549.71000000,692.67062000,47439.69823558075,47346.60589065413,47282.569207348184,47227.96858121167,47061.658446468115,47684.289512020885,46870.52602209899,
165,165,165,2022-01-02 17:15:00,47549.71000000,47694.00000000,47482.57000000,47646.39000000,258.30986000,47477.27855638425,47375.15675821088,47296.836689412965,47236.254153860944,47067.47667088137,47674.68067669377,46860.917186771876,
166,166,166,2022-01-02 17:30:00,47646.39000000,47671.70000000,47514.24000000,47590.98000000,164.72832000,47497.951546132565,47395.711352666985,47308.37172120069,47243.278428041915,47072.68565923081,47662.930213148145,46849.16672322625,
167,167,167,2022-01-02 17:45:00,47590.98000000,47600.00000000,47317.46000000,47401.14000000,324.88357000,47480.34944683573,47396.2283666987,47312.00969291831,47246.40439976386,47075.95386162653,47649.40741590195,46835.64392598005,
168,168,168,2022-01-02 18:00:00,47401.14000000,47401.14000000,47221.20000000,47254.01000000,334.15265000,47439.19682013833,47382.68376034644,47309.73519515681,47246.555005709124,47077.72556449592,47634.579636317634,46820.81614639574,
169,169,169,2022-01-02 18:15:00,47254.01000000,47299.92000000,46856.28000000,46949.01000000,573.46339000,47350.07194374954,47341.3814974563,47295.58910907223,47240.663025398055,47076.44481261039,47618.9848424401,46805.2213525182,
170,170,170,2022-01-02 18:30:00,46949.02000000,47007.87000000,46654.00000000,46909.07000000,677.51064000,47269.88977215871,47300.208973889035,47280.43149695175,47234.09682687531,47074.77939158939,47603.199315597405,46789.43582567551,
171,171,171,2022-01-02 18:45:00,46909.06000000,47082.30000000,46866.14000000,47058.12000000,267.21131000,47231.38617722077,47277.1528811377,47271.71339903207,47230.61213723422,47074.613626498955,47587.80299839712,46774.03950847522,
172,172,172,2022-01-02 19:00:00,47056.43000000,47217.10000000,46965.39000000,47065.19000000,335.77038000,47201.168690453356,47256.96594007697,47263.61444220728,47227.33645134839,47074.5198590711,47573.34511538839,46759.58162546649,
173,173,173,2022-01-02 19:15:00,47065.19000000,47114.72000000,46854.01000000,46915.69000000,280.55964000,47149.26347400729,47224.463469593444,47249.97034643445,47221.16523449001,47072.93946246343,47560.312542183485,46746.54905226159,
174,174,174,2022-01-02 19:30:00,46915.69000000,47006.70000000,46851.51000000,46942.10000000,205.02034000,47111.59738782415,47197.57171058454,47237.896999515455,47215.63919024268,47071.63757726479,47549.10303763575,46735.339547713855,
175,175,175,2022-01-02 19:45:00,46942.09000000,46987.89000000,46900.38000000,46907.68000000,116.03571000,47074.521499128845,47169.96297624316,47224.947313259945,47209.540988455694,47070.00615858554,47540.004935899524,46726.24144597763,
176,176,176,2022-01-02 20:00:00,46907.67000000,47050.00000000,46815.17000000,47035.48000000,261.56729000,47067.42304474178,47157.15507374381,47217.517222543866,47206.09423620904,47069.66261471901,47533.18429173832,46719.42080181642,
177,177,177,2022-01-02 20:15:00,47035.47000000,47050.00000000,46951.51000000,47033.17000000,109.28714000,47061.195218425084,47145.34697148249,47210.28791969901,47202.669993907875,47069.29950412479,47528.679854220936,46714.91636429904,
178,178,178,2022-01-02 20:30:00,47033.18000000,47033.19000000,46899.46000000,46956.18000000,109.21628000,47042.101542347795,47127.331069436535,47200.32290324023,47197.7890039295,47068.17393691957,47526.405671761175,46712.64218183928,
179,179,179,2022-01-02 20:45:00,46956.18000000,47035.00000000,46920.00000000,47007.14000000,90.15186000,47035.74489828455,47115.88430091877,47192.747103113164,47194.01377612892,47067.56663406465,47526.160649120066,46712.39715919817,
180,180,180,2022-01-02 21:00:00,47007.14000000,47187.98000000,46913.27000000,47156.46000000,160.74984000,47057.69309859645,47119.74865321221,47191.32407946167,47193.27013699766,47068.45114516848,47527.64400857666,46713.88051865476,
181,181,181,2022-01-02 21:15:00,47156.45000000,47159.30000000,47038.24000000,47060.00000000,83.38568000,47058.112535215274,47114.05830528724,47186.17411556122,47190.631124383835,47068.36705417178,47530.47535863069,46716.71186870879,
182,182,182,2022-01-02 21:30:00,47060.00000000,47162.83000000,47050.94000000,47063.55000000,100.82494000,47059.10116517614,47109.247990497985,47181.36532671568,47188.114666475245,47068.3191232845,47534.217936022666,46720.45444610077,
183,183,183,2022-01-02 21:45:00,47063.54000000,47063.55000000,46990.00000000,47018.03000000,87.63522000,47051.63368059866,47100.56056283151,47174.96001978565,47184.74665327772,47067.81873399809,47538.40354434857,46724.64005442667,
184,184,184,2022-01-02 22:00:00,47017.98000000,47195.00000000,47014.84000000,47191.32000000,124.08847000,47077.03119321708,47109.20431875232,47175.60158763719,47184.87681855934,47069.04760231652,47542.55774704621,46728.79425712431,
185,185,185,2022-01-02 22:15:00,47191.31000000,47191.32000000,47108.52000000,47156.30000000,99.06626000,47091.44370354124,47113.68962172829,47174.84466263181,47184.31094096411,47069.91578537804,47546.22396862171,46732.46047869981,
186,186,186,2022-01-02 22:30:00,47155.98000000,47398.99000000,47155.31000000,47380.98000000,371.53311000,47144.08666653374,47139.14584823036,47182.92840135213,47188.2053777767,47073.01095169269,47548.985305027374,46735.22181510548,
187,187,187,2022-01-02 22:45:00,47380.98000000,47380.99000000,47230.00000000,47255.38000000,89.03412000,47164.32181807306,47150.21576744651,47185.769640514794,47189.535568315776,47074.82556908879,47550.483035820725,46736.71954589883,
188,188,188,2022-01-02 23:00:00,47255.39000000,47428.52000000,47255.38000000,47316.86000000,190.19099000,47192.05603296887,47166.08664673732,47190.91043892598,47192.05684419071,47077.233871883924,47550.43106281246,46736.66757289056,
189,189,189,2022-01-02 23:15:00,47316.86000000,47405.01000000,47266.60000000,47394.62000000,254.05109000,47228.88584515634,47187.85172800043,47198.899049164174,47196.067995790894,47080.39194281046,47548.62576663952,46734.86227671762,
190,190,190,2022-01-02 23:30:00,47394.62000000,47469.34000000,47303.97000000,47346.04000000,181.25780000,47250.18660058246,47202.917277714674,47204.66928253029,47199.0377384485,47083.0352070611,47544.95106393549,46731.187574013595,
191,191,191,2022-01-02 23:45:00,47346.04000000,47383.80000000,47283.71000000,47286.18000000,123.98148000,47256.73085502201,47210.84706078946,47207.86578125459,47200.76332778615,47085.056548284374,47539.378747289105,46725.61525736721,
192,192,192,2022-01-03 00:00:00,47286.18000000,47289.11000000,47139.19000000,47139.19000000,265.91351000,47235.359790472554,47204.02257880951,47205.17261336226,47199.5440539686,47085.595189594984,47531.96447610213,46718.200986180236,
193,193,193,2022-01-03 00:15:00,47139.20000000,47252.77000000,47139.19000000,47174.43000000,170.25227000,47224.28164675027,47201.204237970516,47203.96702068139,47199.04674596922,47086.479118056726,47522.84003381202,46709.07654389012,
194,194,194,2022-01-03 00:30:00,47174.44000000,47181.31000000,47062.11000000,47150.01000000,166.62155000,47210.77771097749,47196.32859625904,47201.85105908604,47198.07572129656,47087.11126613576,47512.20265181876,46698.439161896866,
